<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
20150921,700,1.55446,1.55677,1.55381,1.55657
20150921,800,1.55657,1.55657,1.55215,1.55225
20150921,900,1.55226,1.55279,1.55049,1.55208
20150921,1000,1.55208,1.55329,1.55056,1.55329
20150921,1100,1.5533,1.5538,1.55176,1.55235
20150921,1200,1.55237,1.55491,1.55207,1.55352
20150921,1300,1.55353,1.55353,1.55187,1.55189
20150921,1400,1.55187,1.55236,1.54817,1.54832
20150921,1500,1.54835,1.55095,1.54805,1.55043
20150921,1600,1.55044,1.55087,1.54983,1.55047
20150921,1700,1.55048,1.55098,1.54935,1.54935
20150921,1800,1.54935,1.55051,1.54922,1.55034
20150921,1900,1.55038,1.55093,1.55018,1.55021
20150921,2000,1.55021,1.55094,1.5502,1.55054
20150921,2100,1.55054,1.55093,1.55033,1.55054
20150921,2200,1.55054,1.55131,1.55036,1.55121
20150921,2300,1.55121,1.55121,1.55048,1.55061
20150922,0,1.55064,1.55161,1.55051,1.55121
20150922,100,1.55122,1.55255,1.5512,1.55253
20150922,200,1.55253,1.55288,1.55218,1.55229
20150922,300,1.5523,1.55247,1.55151,1.55164
20150922,400,1.55164,1.55207,1.55111,1.5513
20150922,500,1.55131,1.55135,1.55063,1.55076
20150922,600,1.55076,1.55091,1.54849,1.5497
20150922,700,1.54971,1.55049,1.54684,1.54716
20150922,800,1.54716,1.54816,1.54606,1.54788
20150922,900,1.54786,1.5487,1.54644,1.54709
20150922,1000,1.54709,1.54709,1.54358,1.54394
20150922,1100,1.54393,1.54441,1.54289,1.54375
20150922,1200,1.54378,1.54485,1.54298,1.54327
20150922,1300,1.54327,1.54332,1.53902,1.53934
20150922,1400,1.53934,1.53953,1.5342,1.53434
20150922,1500,1.53433,1.53754,1.53404,1.53553
20150922,1600,1.53552,1.53726,1.53531,1.53721
20150922,1700,1.53721,1.53775,1.53565,1.53661
20150922,1800,1.53661,1.53737,1.53574,1.53678
20150922,1900,1.53681,1.53824,1.53673,1.53725
20150922,2000,1.53725,1.53742,1.53616,1.53621
20150922,2100,1.53634,1.53651,1.53555,1.53592
20150922,2200,1.53594,1.536,1.53501,1.53501
20150922,2300,1.535,1.53547,1.53499,1.53515
20150923,0,1.53516,1.53519,1.53429,1.53463
20150923,100,1.53463,1.53504,1.53411,1.53427
20150923,200,1.5343,1.53542,1.53389,1.53492
20150923,300,1.53492,1.53524,1.53446,1.5348
20150923,400,1.5348,1.53534,1.53458,1.53464
20150923,500,1.53464,1.53464,1.53363,1.5343
20150923,600,1.53432,1.53561,1.53302,1.53552
20150923,700,1.53558,1.53638,1.52974,1.53344
20150923,800,1.53351,1.53487,1.53322,1.53391
20150923,900,1.53389,1.53425,1.52991,1.53013
20150923,1000,1.53013,1.53125,1.52894,1.53122
20150923,1100,1.53128,1.53129,1.52921,1.53068
20150923,1200,1.53068,1.5307,1.52514,1.52552
20150923,1300,1.52553,1.52659,1.52313,1.52585
20150923,1400,1.52584,1.52607,1.52244,1.52247
20150923,1500,1.52245,1.5243,1.52206,1.52418
20150923,1600,1.52416,1.52618,1.52388,1.52618
20150923,1700,1.52626,1.52626,1.52416,1.52557
20150923,1800,1.52557,1.52631,1.52514,1.52587
20150923,1900,1.52585,1.52607,1.52348,1.52348
20150923,2000,1.52349,1.52486,1.52343,1.52404
20150923,2100,1.52408,1.52499,1.52398,1.52479
20150923,2200,1.52481,1.52488,1.52408,1.52476
20150923,2300,1.52477,1.52502,1.52426,1.52479
20150924,0,1.5248,1.52531,1.52425,1.52462
20150924,100,1.52462,1.52489,1.52432,1.52488
20150924,200,1.52488,1.52574,1.52481,1.52551
20150924,300,1.5255,1.52588,1.52536,1.52575
20150924,400,1.52576,1.52598,1.52541,1.52586
20150924,500,1.52586,1.5267,1.52584,1.52587
20150924,600,1.52584,1.52802,1.52569,1.52754
20150924,700,1.52754,1.5285,1.52616,1.52625
20150924,800,1.52624,1.52765,1.52596,1.5261
20150924,900,1.5261,1.52788,1.52509,1.52663
20150924,1000,1.5266,1.52851,1.52602,1.5268
20150924,1100,1.5268,1.52696,1.52238,1.52271
20150924,1200,1.52273,1.52323,1.52004,1.52182
20150924,1300,1.52183,1.52624,1.52125,1.52586
20150924,1400,1.52586,1.52888,1.52416,1.52832
20150924,1500,1.52829,1.52852,1.52506,1.52516
20150924,1600,1.52516,1.52558,1.52379,1.52482
20150924,1700,1.52482,1.52598,1.52421,1.52423
20150924,1800,1.52423,1.52428,1.52289,1.52339
20150924,1900,1.52337,1.52499,1.52337,1.52459
20150924,2000,1.52466,1.52498,1.52371,1.52418
20150924,2100,1.52415,1.52418,1.52049,1.5217
20150924,2200,1.52171,1.52304,1.521,1.52245
20150924,2300,1.52245,1.52309,1.52228,1.52297
20150925,0,1.52297,1.52309,1.52168,1.5218
20150925,100,1.5218,1.52275,1.5217,1.52213
20150925,200,1.52213,1.52252,1.52102,1.52165
20150925,300,1.52165,1.52165,1.5212,1.52154
20150925,400,1.52154,1.52283,1.52154,1.52253
20150925,500,1.52253,1.52304,1.52202,1.52281
20150925,600,1.52283,1.52602,1.52181,1.52396
20150925,700,1.52399,1.52399,1.52097,1.521
20150925,800,1.52099,1.52409,1.52083,1.52296
20150925,900,1.52294,1.52329,1.52168,1.52233
20150925,1000,1.52233,1.52284,1.52167,1.52191
20150925,1100,1.52191,1.52191,1.51579,1.51618
20150925,1200,1.51617,1.51907,1.51519,1.51847
20150925,1300,1.51848,1.52041,1.51805,1.52024
20150925,1400,1.52026,1.5206,1.51727,1.51736
20150925,1500,1.51739,1.51874,1.51352,1.51699
20150925,1600,1.51699,1.51788,1.51671,1.51766
20150925,1700,1.51768,1.51795,1.5157,1.51727
20150925,1800,1.51727,1.5193,1.51689,1.51914
20150925,1900,1.51914,1.52002,1.51853,1.51936
20150925,2000,1.51936,1.52061,1.51732,1.51748
20150927,2100,1.51792,1.5204,1.51705,1.5204
20150927,2200,1.5204,1.52099,1.51951,1.51984
20150927,2300,1.51985,1.52019,1.51888,1.52016
20150928,0,1.52013,1.52049,1.51932,1.51978
20150928,100,1.51979,1.52026,1.51887,1.51989
20150928,200,1.51987,1.52034,1.5194,1.52034
20150928,300,1.52033,1.52063,1.51994,1.52022
20150928,400,1.52019,1.5205,1.51998,1.52037
20150928,500,1.52038,1.52038,1.51842,1.51952
20150928,600,1.51953,1.52012,1.51787,1.5186
20150928,700,1.51857,1.52171,1.51831,1.52067
20150928,800,1.52065,1.52367,1.51932,1.52304
20150928,900,1.52303,1.52409,1.52167,1.52277
20150928,1000,1.52279,1.52282,1.51989,1.52
20150928,1100,1.52001,1.52001,1.51789,1.51871
20150928,1200,1.51871,1.51982,1.51793,1.51856
20150928,1300,1.51856,1.51867,1.51573,1.51763
20150928,1400,1.51763,1.52038,1.51698,1.51732
20150928,1500,1.51734,1.5212,1.51701,1.52067
20150928,1600,1.52067,1.52093,1.51926,1.51991
20150928,1700,1.51989,1.5201,1.51648,1.51668
20150928,1800,1.51674,1.51849,1.51669,1.51688
20150928,1900,1.51688,1.51789,1.51668,1.51701
20150928,2000,1.51701,1.51748,1.51656,1.51715
20150928,2100,1.51713,1.51763,1.51683,1.51708
20150928,2200,1.51708,1.51719,1.51636,1.51643
20150928,2300,1.5164,1.51691,1.51609,1.51614
20150929,0,1.51614,1.51705,1.51614,1.51633
20150929,100,1.51632,1.51683,1.51598,1.51605
20150929,200,1.51606,1.51719,1.5156,1.5165
20150929,300,1.51649,1.51651,1.51578,1.51649
20150929,400,1.51649,1.51673,1.51561,1.5165
20150929,500,1.5165,1.51811,1.51636,1.51798
20150929,600,1.51797,1.51843,1.51642,1.51661
20150929,700,1.51664,1.51931,1.51618,1.5189
20150929,800,1.51892,1.52049,1.51721,1.51931
20150929,900,1.51931,1.51933,1.51647,1.51817
20150929,1000,1.51818,1.51958,1.51729,1.51904
20150929,1100,1.51907,1.51922,1.51401,1.51462
20150929,1200,1.5146,1.51623,1.51429,1.51473
20150929,1300,1.51474,1.51649,1.51361,1.51491
20150929,1400,1.51488,1.51634,1.5132,1.51376
20150929,1500,1.51379,1.51674,1.51286,1.51664
20150929,1600,1.51662,1.517,1.51541,1.51604
20150929,1700,1.51606,1.51651,1.51543,1.51558
20150929,1800,1.51558,1.51639,1.51503,1.51581
20150929,1900,1.51581,1.51671,1.51501,1.51513
20150929,2000,1.51513,1.51562,1.51475,1.51476
20150929,2100,1.51476,1.51551,1.51476,1.51548
20150929,2200,1.5155,1.51571,1.51488,1.51559
20150929,2300,1.51558,1.51608,1.51521,1.51538
20150930,0,1.5154,1.51586,1.51513,1.51513
20150930,100,1.51512,1.51555,1.51477,1.51528
20150930,200,1.51528,1.51591,1.51506,1.51576
20150930,300,1.51578,1.5164,1.51567,1.51637
20150930,400,1.51639,1.51732,1.51598,1.51672
20150930,500,1.51671,1.51674,1.51583,1.51626
20150930,600,1.51625,1.51653,1.5138,1.51392
20150930,700,1.51392,1.51494,1.51309,1.5145
20150930,800,1.5145,1.51883,1.51387,1.51782
20150930,900,1.51782,1.51966,1.51683,1.51889
20150930,1000,1.51886,1.52136,1.51762,1.51983
20150930,1100,1.51983,1.51985,1.51753,1.51754
20150930,1200,1.51754,1.51791,1.51526,1.51729
20150930,1300,1.51729,1.51929,1.51605,1.51702
20150930,1400,1.51702,1.51703,1.51374,1.51478
20150930,1500,1.51476,1.51483,1.51072,1.5114
20150930,1600,1.51139,1.51323,1.51102,1.51313
20150930,1700,1.51316,1.51377,1.51247,1.51284
20150930,1800,1.51283,1.51402,1.5116,1.51186
20150930,1900,1.51186,1.513,1.51168,1.51267
20150930,2000,1.51266,1.51288,1.51171,1.51271
20150930,2100,1.51277,1.51298,1.51187,1.51233
20150930,2200,1.51232,1.51265,1.51217,1.51227
20150930,2300,1.51227,1.5126,1.51204,1.5121
20151001,0,1.51209,1.51268,1.51182,1.51242
20151001,100,1.51241,1.51328,1.51241,1.51315
20151001,200,1.51317,1.51358,1.51285,1.51317
20151001,300,1.51316,1.51356,1.51283,1.51312
20151001,400,1.51312,1.51343,1.5127,1.51315
20151001,500,1.51313,1.51348,1.51283,1.51295
20151001,600,1.51295,1.51321,1.51218,1.51232
20151001,700,1.51229,1.51347,1.51069,1.51257
20151001,800,1.51259,1.51508,1.51252,1.515
20151001,900,1.515,1.51571,1.5129,1.51321
20151001,1000,1.51327,1.51454,1.51221,1.51335
20151001,1100,1.51334,1.51544,1.51309,1.51339
20151001,1200,1.51345,1.51543,1.51276,1.51492
20151001,1300,1.51489,1.51771,1.51479,1.5169
20151001,1400,1.51685,1.51798,1.51541,1.51549
20151001,1500,1.51548,1.51641,1.51451,1.51609
20151001,1600,1.51608,1.51619,1.51464,1.5149
20151001,1700,1.5149,1.51499,1.51309,1.5135
20151001,1800,1.5135,1.51399,1.51288,1.51322
20151001,1900,1.51318,1.51335,1.51262,1.51291
20151001,2000,1.5129,1.51341,1.51257,1.51293
20151001,2100,1.51294,1.51355,1.5127,1.51292
20151001,2200,1.5129,1.51367,1.5128,1.51336
20151001,2300,1.51337,1.51392,1.51314,1.51372
20151002,0,1.51369,1.51433,1.5136,1.51423
20151002,100,1.51422,1.5145,1.51408,1.51431
20151002,200,1.51431,1.51451,1.51358,1.51371
20151002,300,1.51371,1.51469,1.51351,1.51424
20151002,400,1.51423,1.51479,1.51409,1.51438
20151002,500,1.51438,1.51453,1.51395,1.51421
20151002,600,1.51424,1.51571,1.51417,1.51496
20151002,700,1.51497,1.51521,1.51379,1.51405
20151002,800,1.51408,1.51728,1.51377,1.51569
20151002,900,1.51566,1.5162,1.51472,1.51477
20151002,1000,1.5148,1.51563,1.51444,1.51491
20151002,1100,1.51491,1.51654,1.51431,1.51615
20151002,1200,1.51615,1.52372,1.51531,1.52257
20151002,1300,1.52259,1.52324,1.51901,1.51994
20151002,1400,1.51995,1.52319,1.51976,1.52003
20151002,1500,1.52005,1.52267,1.51991,1.52147
20151002,1600,1.52149,1.52206,1.51869,1.52008
20151002,1700,1.52008,1.52037,1.51817,1.51847
20151002,1800,1.51848,1.51943,1.51811,1.51881
20151002,1900,1.51881,1.52006,1.51772,1.51794
20151002,2000,1.51792,1.51838,1.51669,1.51809
20151004,2100,1.51889,1.51915,1.51736,1.51742
20151004,2200,1.51736,1.51875,1.51679,1.51831
20151004,2300,1.51831,1.51922,1.51815,1.51851
20151005,0,1.51846,1.5199,1.51846,1.51983
20151005,100,1.51983,1.52161,1.5198,1.52155
20151005,200,1.52155,1.5218,1.5209,1.52165
20151005,300,1.52164,1.52186,1.52118,1.52131
20151005,400,1.52132,1.52134,1.52057,1.52123
20151005,500,1.52121,1.52135,1.52091,1.5211
20151005,600,1.5211,1.5223,1.52057,1.52154
20151005,700,1.52152,1.52441,1.52117,1.52321
20151005,800,1.52319,1.5239,1.51719,1.51894
20151005,900,1.51892,1.52138,1.5189,1.52061
20151005,1000,1.52061,1.52144,1.51833,1.51904
20151005,1100,1.51905,1.51952,1.51798,1.5181
20151005,1200,1.51815,1.51879,1.51647,1.51695
20151005,1300,1.51701,1.51787,1.51602,1.51688
20151005,1400,1.51694,1.5185,1.51645,1.51785
20151005,1500,1.51785,1.51822,1.51643,1.51643
20151005,1600,1.51643,1.51644,1.51398,1.51543
20151005,1700,1.51545,1.5161,1.51443,1.51586
20151005,1800,1.51586,1.51611,1.51451,1.51541
20151005,1900,1.51538,1.51583,1.51467,1.51514
20151005,2000,1.51514,1.51519,1.51367,1.51448
20151005,2100,1.51449,1.51491,1.51417,1.51478
20151005,2200,1.51478,1.51485,1.51444,1.51458
20151005,2300,1.51458,1.51546,1.51455,1.51524
20151006,0,1.51524,1.51525,1.51439,1.51453
20151006,100,1.51454,1.51589,1.51397,1.51585
20151006,200,1.51585,1.51675,1.51564,1.51602
20151006,300,1.51605,1.5166,1.51581,1.51633
20151006,400,1.51631,1.51636,1.51582,1.5162
20151006,500,1.5162,1.51658,1.51577,1.51616
20151006,600,1.51616,1.51636,1.5144,1.51443
20151006,700,1.51449,1.51637,1.51397,1.51524
20151006,800,1.51519,1.51716,1.51469,1.51699
20151006,900,1.51699,1.518,1.51638,1.51674
20151006,1000,1.51673,1.51706,1.51593,1.51624
20151006,1100,1.51624,1.51754,1.51594,1.51704
20151006,1200,1.51704,1.51763,1.51647,1.51741
20151006,1300,1.5174,1.5197,1.51727,1.51934
20151006,1400,1.51933,1.52132,1.51931,1.5212
20151006,1500,1.5212,1.52343,1.52079,1.52261
20151006,1600,1.52262,1.52334,1.52175,1.52257
20151006,1700,1.52255,1.5228,1.52192,1.52248
20151006,1800,1.52249,1.52329,1.52204,1.52306
20151006,1900,1.52304,1.52427,1.52281,1.52427
20151006,2000,1.52425,1.52425,1.52236,1.52236
20151006,2100,1.52233,1.5233,1.52195,1.52325
20151006,2200,1.52327,1.52344,1.52284,1.52297
20151006,2300,1.52296,1.52299,1.52232,1.52254
20151007,0,1.52258,1.52313,1.52241,1.52281
20151007,100,1.5228,1.52372,1.52275,1.52364
20151007,200,1.52366,1.52378,1.52312,1.52353
20151007,300,1.52355,1.52571,1.52355,1.52553
20151007,400,1.52556,1.52556,1.52429,1.52437
20151007,500,1.52439,1.52522,1.52404,1.52504
20151007,600,1.52504,1.52558,1.52406,1.52519
20151007,700,1.52519,1.52831,1.52472,1.52728
20151007,800,1.52728,1.5311,1.5269,1.52989
20151007,900,1.52989,1.53001,1.5285,1.52857
20151007,1000,1.52859,1.53132,1.52845,1.53127
20151007,1100,1.53127,1.53161,1.52946,1.53032
20151007,1200,1.53031,1.53178,1.5301,1.53176
20151007,1300,1.53173,1.53217,1.52886,1.52929
20151007,1400,1.52929,1.53135,1.5283,1.5312
20151007,1500,1.53119,1.53275,1.53081,1.53134
20151007,1600,1.53135,1.53393,1.53121,1.53172
20151007,1700,1.53173,1.53271,1.53169,1.53191
20151007,1800,1.53189,1.53213,1.53103,1.53168
20151007,1900,1.53166,1.5328,1.53144,1.5327
20151007,2000,1.53271,1.53274,1.53161,1.53169
20151007,2100,1.53169,1.53183,1.53133,1.53158
20151007,2200,1.53158,1.5318,1.53145,1.5315
20151007,2300,1.53155,1.5317,1.53117,1.53146
20151008,0,1.53146,1.53188,1.53141,1.53157
20151008,100,1.53158,1.53194,1.53074,1.53125
20151008,200,1.53126,1.53174,1.53078,1.53096
20151008,300,1.53094,1.53109,1.53012,1.53061
20151008,400,1.5306,1.53098,1.52972,1.53077
20151008,500,1.53077,1.53131,1.53071,1.53123
20151008,600,1.53122,1.53206,1.53091,1.53118
20151008,700,1.53119,1.53349,1.53117,1.53262
20151008,800,1.53261,1.53367,1.53182,1.53259
20151008,900,1.53259,1.53555,1.53213,1.53482
20151008,1000,1.53484,1.53719,1.53402,1.53414
20151008,1100,1.53409,1.53511,1.52872,1.52899
20151008,1200,1.52897,1.52951,1.5267,1.52818
20151008,1300,1.52818,1.52819,1.52614,1.52732
20151008,1400,1.52735,1.53002,1.52725,1.52949
20151008,1500,1.52949,1.5317,1.52841,1.53158
20151008,1600,1.53158,1.53292,1.53147,1.53242
20151008,1700,1.53242,1.53465,1.53205,1.53205
20151008,1800,1.53205,1.53706,1.53193,1.53533
20151008,1900,1.53528,1.53604,1.53478,1.53586
20151008,2000,1.53586,1.53595,1.53436,1.53451
20151008,2100,1.53457,1.53499,1.53422,1.53477
20151008,2200,1.53481,1.5351,1.53449,1.53487
20151008,2300,1.53489,1.53524,1.53479,1.5349
20151009,0,1.53493,1.5356,1.53489,1.53539
20151009,100,1.53539,1.53623,1.53517,1.53587
20151009,200,1.53587,1.53656,1.53586,1.53618
20151009,300,1.53618,1.53693,1.53606,1.5369
20151009,400,1.5369,1.53731,1.53667,1.53689
20151009,500,1.5369,1.53705,1.53627,1.53627
20151009,600,1.53628,1.53831,1.53614,1.53638
20151009,700,1.53639,1.53815,1.53632,1.53654
20151009,800,1.53654,1.53739,1.53371,1.53601
20151009,900,1.53599,1.53799,1.53524,1.53612
20151009,1000,1.53614,1.53731,1.53369,1.53381
20151009,1100,1.53382,1.53519,1.53223,1.53378
20151009,1200,1.53377,1.53522,1.53306,1.53462
20151009,1300,1.53463,1.53474,1.53111,1.53227
20151009,1400,1.53229,1.53309,1.53008,1.53078
20151009,1500,1.53079,1.53225,1.52998,1.5313
20151009,1600,1.53131,1.53345,1.53103,1.53277
20151009,1700,1.53276,1.53334,1.53215,1.53328
20151009,1800,1.53329,1.53385,1.53294,1.53383
20151009,1900,1.53388,1.53396,1.53149,1.53186
20151009,2000,1.53188,1.53246,1.53041,1.53041
20151011,2100,1.53055,1.53192,1.53055,1.53143
20151011,2200,1.53153,1.53228,1.53146,1.53178
20151011,2300,1.53178,1.53227,1.53169,1.53197
20151012,0,1.53196,1.53301,1.53153,1.53264
20151012,100,1.53265,1.53301,1.53195,1.53249
20151012,200,1.53249,1.5335,1.53241,1.53299
20151012,300,1.533,1.53373,1.5328,1.53331
20151012,400,1.53331,1.53333,1.53299,1.53309
20151012,500,1.53309,1.53328,1.53263,1.53293
20151012,600,1.53295,1.53499,1.53295,1.53423
20151012,700,1.53427,1.53642,1.53357,1.53618
20151012,800,1.53618,1.53661,1.53452,1.53472
20151012,900,1.53472,1.53594,1.53425,1.53559
20151012,1000,1.53558,1.53594,1.53432,1.5344
20151012,1100,1.53441,1.53666,1.5344,1.53654
20151012,1200,1.53658,1.53728,1.5358,1.53629
20151012,1300,1.53629,1.53724,1.53455,1.53482
20151012,1400,1.5348,1.53583,1.53407,1.53429
20151012,1500,1.53425,1.53512,1.53345,1.53479
20151012,1600,1.53478,1.5365,1.53402,1.53586
20151012,1700,1.53589,1.53622,1.53464,1.53496
20151012,1800,1.53497,1.53512,1.53403,1.53407
20151012,1900,1.53406,1.53528,1.53375,1.53394
20151012,2000,1.53394,1.53488,1.5339,1.53475
20151012,2100,1.53474,1.5348,1.53376,1.53431
20151012,2200,1.53432,1.5345,1.53399,1.53417
20151012,2300,1.53417,1.53424,1.5335,1.5335
20151013,0,1.53351,1.53398,1.53005,1.53128
20151013,100,1.53129,1.5313,1.53028,1.53118
20151013,200,1.53121,1.53159,1.53026,1.53112
20151013,300,1.53112,1.532,1.53093,1.53094
20151013,400,1.53094,1.53187,1.53094,1.53174
20151013,500,1.53172,1.5326,1.53147,1.5326
20151013,600,1.53259,1.53769,1.53213,1.53764
20151013,700,1.53768,1.53872,1.53559,1.5366
20151013,800,1.53661,1.53685,1.52305,1.52427
20151013,900,1.52424,1.52542,1.52329,1.52469
20151013,1000,1.52468,1.52571,1.52345,1.52429
20151013,1100,1.5243,1.52462,1.52236,1.52367
20151013,1200,1.52369,1.52372,1.52003,1.52183
20151013,1300,1.52182,1.52194,1.52016,1.52148
20151013,1400,1.52144,1.52322,1.52106,1.52242
20151013,1500,1.52245,1.52514,1.52213,1.52395
20151013,1600,1.52396,1.52488,1.52385,1.5246
20151013,1700,1.5246,1.52469,1.52387,1.52438
20151013,1800,1.52438,1.52596,1.52438,1.52526
20151013,1900,1.52529,1.52636,1.52475,1.52619
20151013,2000,1.52621,1.52637,1.5245,1.52468
20151013,2100,1.52468,1.52536,1.52465,1.52511
20151013,2200,1.52511,1.52586,1.52492,1.52525
20151013,2300,1.52527,1.52545,1.52476,1.52542
20151014,0,1.52542,1.52668,1.52538,1.52568
20151014,100,1.52567,1.52651,1.52536,1.52647
20151014,200,1.52648,1.52802,1.52647,1.52802
20151014,300,1.52803,1.52903,1.52795,1.52871
20151014,400,1.52871,1.52871,1.52807,1.52832
20151014,500,1.52831,1.52831,1.52757,1.52776
20151014,600,1.52774,1.52888,1.52768,1.52811
20151014,700,1.52815,1.53242,1.52738,1.53107
20151014,800,1.53105,1.53661,1.52825,1.53644
20151014,900,1.53652,1.53657,1.5344,1.53599
20151014,1000,1.53598,1.53711,1.53379,1.53591
20151014,1100,1.53591,1.53736,1.53556,1.53674
20151014,1200,1.53674,1.54219,1.53674,1.54138
20151014,1300,1.54137,1.54262,1.54013,1.54109
20151014,1400,1.54112,1.54371,1.54107,1.54351
20151014,1500,1.54352,1.54476,1.54289,1.5443
20151014,1600,1.54429,1.54583,1.54426,1.54552
20151014,1700,1.54555,1.54625,1.54548,1.54608
20151014,1800,1.54606,1.5483,1.54586,1.54818
20151014,1900,1.54818,1.54942,1.54728,1.54859
20151014,2000,1.54859,1.54865,1.5467,1.54762
20151014,2100,1.54759,1.54835,1.54732,1.54803
20151014,2200,1.54805,1.54827,1.54713,1.54713
20151014,2300,1.54713,1.54781,1.54691,1.54763
20151015,0,1.54764,1.54804,1.5468,1.54697
20151015,100,1.54698,1.54765,1.54608,1.54672
20151015,200,1.54673,1.54805,1.54663,1.54776
20151015,300,1.54776,1.54806,1.54698,1.54699
20151015,400,1.54701,1.54763,1.54685,1.54701
20151015,500,1.54701,1.54773,1.54699,1.54732
20151015,600,1.54736,1.54962,1.54715,1.5481
20151015,700,1.54815,1.55012,1.54583,1.54606
20151015,800,1.54607,1.5497,1.54576,1.54844
20151015,900,1.54843,1.55012,1.54824,1.54834
20151015,1000,1.54834,1.5507,1.5483,1.54864
20151015,1100,1.54866,1.54932,1.54701,1.54752
20151015,1200,1.54753,1.54886,1.54152,1.54302
20151015,1300,1.54303,1.54514,1.54151,1.54197
20151015,1400,1.542,1.54621,1.542,1.54579
20151015,1500,1.54584,1.54809,1.54582,1.54733
20151015,1600,1.54732,1.55084,1.54726,1.5495
20151015,1700,1.5495,1.54966,1.54753,1.54758
20151015,1800,1.54759,1.5492,1.5473,1.54896
20151015,1900,1.54899,1.54908,1.54769,1.54855
20151015,2000,1.54856,1.54897,1.54411,1.54526
20151015,2100,1.5465,1.54799,1.54382,1.54676
20151015,2200,1.54676,1.54799,1.54646,1.54756
20151015,2300,1.54754,1.54776,1.54683,1.54693
20151016,0,1.54693,1.54752,1.54641,1.54689
20151016,100,1.54689,1.54703,1.5461,1.54614
20151016,200,1.54613,1.5469,1.54613,1.5469
20151016,300,1.5469,1.54771,1.54671,1.54755
20151016,400,1.54754,1.54766,1.54644,1.54698
20151016,500,1.54698,1.54723,1.54651,1.54672
20151016,600,1.54674,1.54839,1.54674,1.54748
20151016,700,1.54748,1.54861,1.5466,1.54687
20151016,800,1.54687,1.54742,1.54496,1.54514
20151016,900,1.54512,1.5459,1.54371,1.54401
20151016,1000,1.54404,1.54595,1.54341,1.54479
20151016,1100,1.54479,1.54559,1.54353,1.54384
20151016,1200,1.54382,1.54499,1.54341,1.54419
20151016,1300,1.54418,1.54655,1.54386,1.54611
20151016,1400,1.54602,1.54628,1.54311,1.54451
20151016,1500,1.54451,1.54505,1.54313,1.54404
20151016,1600,1.54406,1.54534,1.54387,1.54471
20151016,1700,1.54474,1.5459,1.54474,1.54559
20151016,1800,1.5456,1.54606,1.54497,1.54579
20151016,1900,1.54582,1.54584,1.54337,1.54349
20151016,2000,1.54351,1.54411,1.54301,1.5432
20151018,2100,1.5437,1.54434,1.54341,1.54373
20151018,2200,1.54373,1.54393,1.54321,1.54348
20151018,2300,1.54344,1.54391,1.54337,1.54337
20151019,0,1.54337,1.54376,1.54292,1.54331
20151019,100,1.54332,1.54388,1.54273,1.54283
20151019,200,1.54283,1.54412,1.54274,1.54357
20151019,300,1.54356,1.54408,1.5434,1.54401
20151019,400,1.544,1.54425,1.54381,1.54405
20151019,500,1.54408,1.54441,1.54383,1.54431
20151019,600,1.54434,1.54574,1.54427,1.54563
20151019,700,1.54568,1.54643,1.54391,1.54622
20151019,800,1.54623,1.54815,1.54623,1.54643
20151019,900,1.54643,1.54682,1.545,1.54618
20151019,1000,1.54618,1.54941,1.54603,1.54941
20151019,1100,1.54939,1.54964,1.5478,1.54805
20151019,1200,1.54806,1.54893,1.54791,1.54871
20151019,1300,1.54871,1.54902,1.54736,1.54791
20151019,1400,1.54792,1.54887,1.54744,1.54799
20151019,1500,1.54799,1.54893,1.54634,1.54687
20151019,1600,1.5469,1.54771,1.54634,1.54723
20151019,1700,1.54721,1.5475,1.54675,1.54731
20151019,1800,1.54731,1.54733,1.54605,1.54681
20151019,1900,1.5468,1.5469,1.546,1.54672
20151019,2000,1.5467,1.5467,1.5459,1.54636
20151019,2100,1.54636,1.5467,1.54562,1.54642
20151019,2200,1.54642,1.54677,1.54624,1.54624
20151019,2300,1.54624,1.54695,1.54605,1.54695
20151020,0,1.54695,1.5477,1.54674,1.5474
20151020,100,1.54743,1.5478,1.54724,1.54745
20151020,200,1.54745,1.54753,1.547,1.54744
20151020,300,1.54745,1.54806,1.5474,1.548
20151020,400,1.548,1.54803,1.54761,1.54771
20151020,500,1.5477,1.54794,1.54741,1.54741
20151020,600,1.5474,1.5478,1.54652,1.5477
20151020,700,1.54778,1.55059,1.54765,1.54815
20151020,800,1.54813,1.54856,1.54694,1.54767
20151020,900,1.54766,1.55006,1.54752,1.5485
20151020,1000,1.5485,1.54942,1.54709,1.5479
20151020,1100,1.54788,1.54822,1.54718,1.54739
20151020,1200,1.54738,1.54819,1.54681,1.54812
20151020,1300,1.54812,1.54856,1.54732,1.54764
20151020,1400,1.54764,1.54849,1.54593,1.54607
20151020,1500,1.54606,1.54717,1.54551,1.54683
20151020,1600,1.54685,1.54685,1.54516,1.54584
20151020,1700,1.54583,1.54666,1.54518,1.54524
20151020,1800,1.54526,1.54527,1.54362,1.54411
20151020,1900,1.5441,1.54479,1.54351,1.54439
20151020,2000,1.54437,1.54479,1.54422,1.54422
20151020,2100,1.54426,1.54453,1.54391,1.5443
20151020,2200,1.54431,1.54459,1.54414,1.5444
20151020,2300,1.54441,1.54464,1.54423,1.54451
20151021,0,1.54452,1.54471,1.5444,1.54461
20151021,100,1.54461,1.54465,1.5441,1.54412
20151021,200,1.54411,1.54428,1.54371,1.5439
20151021,300,1.54391,1.54453,1.54388,1.54431
