<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
20180813,2200,1.27614,1.27662,1.27586,1.27627
20180813,2300,1.27627,1.27743,1.27577,1.27588
20180814,0,1.27586,1.27634,1.27543,1.27603
20180814,100,1.276,1.27701,1.27583,1.27668
20180814,200,1.27668,1.2775,1.27635,1.2773
20180814,300,1.2773,1.27749,1.27667,1.27702
20180814,400,1.27705,1.27722,1.27657,1.27663
20180814,500,1.27663,1.27754,1.27592,1.27703
20180814,600,1.27703,1.28028,1.27668,1.27963
20180814,700,1.27963,1.28096,1.27921,1.28093
20180814,800,1.28093,1.28271,1.27687,1.27697
20180814,900,1.27695,1.27885,1.2766,1.27809
20180814,1000,1.27809,1.27908,1.2771,1.27722
20180814,1100,1.27721,1.27764,1.27639,1.27697
20180814,1200,1.27697,1.27744,1.27625,1.27699
20180814,1300,1.27699,1.27792,1.27653,1.27704
20180814,1400,1.27704,1.27764,1.27463,1.27528
20180814,1500,1.2753,1.27589,1.27323,1.27366
20180814,1600,1.27366,1.27379,1.27055,1.27122
20180814,1700,1.27123,1.27242,1.27046,1.27214
20180814,1800,1.27213,1.27226,1.2707,1.27118
20180814,1900,1.2712,1.27169,1.27092,1.27133
20180814,2000,1.27133,1.27214,1.2712,1.27214
20180814,2100,1.27198,1.27236,1.2709,1.27205
20180814,2200,1.27205,1.27228,1.27175,1.27225
20180814,2300,1.27225,1.27225,1.27157,1.27175
20180815,0,1.27175,1.27183,1.27067,1.27075
20180815,100,1.27075,1.27187,1.27055,1.27181
20180815,200,1.27183,1.27183,1.26974,1.26974
20180815,300,1.26974,1.27009,1.2693,1.2697
20180815,400,1.26971,1.27041,1.26914,1.2703
20180815,500,1.27029,1.27091,1.26946,1.27062
20180815,600,1.27063,1.27247,1.27011,1.2721
20180815,700,1.27215,1.27352,1.27152,1.27157
20180815,800,1.27164,1.27242,1.26976,1.27113
20180815,900,1.27113,1.27269,1.27032,1.27203
20180815,1000,1.27199,1.27237,1.26954,1.27109
20180815,1100,1.27109,1.27138,1.26933,1.27028
20180815,1200,1.27026,1.27093,1.26896,1.26959
20180815,1300,1.26959,1.26963,1.26665,1.26706
20180815,1400,1.26706,1.269,1.26617,1.26681
20180815,1500,1.26681,1.27081,1.26678,1.26828
20180815,1600,1.26827,1.27102,1.26827,1.26997
20180815,1700,1.27002,1.27047,1.26861,1.26863
20180815,1800,1.26863,1.26994,1.26847,1.26939
20180815,1900,1.26939,1.27046,1.26933,1.26949
20180815,2000,1.26951,1.27017,1.26942,1.26942
20180815,2100,1.2694,1.26988,1.26926,1.26969
20180815,2200,1.26969,1.26981,1.26908,1.26965
20180815,2300,1.26964,1.26972,1.26899,1.26923
20180816,0,1.26924,1.26977,1.26858,1.26955
20180816,100,1.26956,1.27175,1.26889,1.2712
20180816,200,1.27122,1.27219,1.2711,1.27134
20180816,300,1.27135,1.27258,1.27112,1.27244
20180816,400,1.27245,1.27269,1.27155,1.27188
20180816,500,1.27188,1.27326,1.27166,1.27271
20180816,600,1.27272,1.27286,1.2718,1.2721
20180816,700,1.27208,1.2722,1.27037,1.27102
20180816,800,1.27104,1.27324,1.26967,1.27101
20180816,900,1.27102,1.27105,1.26971,1.27027
20180816,1000,1.27028,1.27077,1.26897,1.26957
20180816,1100,1.26957,1.27106,1.26899,1.27008
20180816,1200,1.27005,1.27207,1.26952,1.27006
20180816,1300,1.27007,1.27539,1.27007,1.27408
20180816,1400,1.27408,1.27438,1.27178,1.27243
20180816,1500,1.27243,1.27378,1.27143,1.27205
20180816,1600,1.27205,1.27226,1.26982,1.27054
20180816,1700,1.27051,1.27099,1.26935,1.27021
20180816,1800,1.27023,1.27157,1.26979,1.27085
20180816,1900,1.2708,1.27186,1.27079,1.27174
20180816,2000,1.27174,1.27174,1.27086,1.27088
20180816,2100,1.27091,1.27182,1.2703,1.27162
20180816,2200,1.27161,1.27161,1.27117,1.27137
20180816,2300,1.27136,1.27143,1.27107,1.2712
20180817,0,1.27122,1.27176,1.27075,1.27158
20180817,100,1.27158,1.27268,1.27136,1.27181
20180817,200,1.2718,1.27241,1.27177,1.27205
20180817,300,1.27205,1.27207,1.27126,1.2715
20180817,400,1.27152,1.27235,1.2715,1.27227
20180817,500,1.27227,1.27255,1.27196,1.2724
20180817,600,1.27241,1.27489,1.27172,1.27348
20180817,700,1.27348,1.27351,1.27059,1.27136
20180817,800,1.27136,1.27324,1.27109,1.27147
20180817,900,1.27144,1.27192,1.27023,1.27053
20180817,1000,1.27052,1.27149,1.26978,1.27079
20180817,1100,1.27079,1.27218,1.27044,1.27153
20180817,1200,1.27153,1.2732,1.2708,1.27268
20180817,1300,1.27267,1.27344,1.27224,1.2726
20180817,1400,1.27262,1.27433,1.27255,1.274
20180817,1500,1.27399,1.27404,1.27262,1.27327
20180817,1600,1.27327,1.27419,1.27264,1.27286
20180817,1700,1.27284,1.27315,1.27252,1.27306
20180817,1800,1.27306,1.27492,1.27277,1.27474
20180817,1900,1.27476,1.27514,1.27402,1.27476
20180817,2000,1.27478,1.27524,1.27453,1.27466
20180819,2100,1.2742,1.27488,1.27395,1.27451
20180819,2200,1.27457,1.2747,1.27439,1.27461
20180819,2300,1.2746,1.27504,1.27454,1.2746
20180820,0,1.2746,1.27529,1.27416,1.27417
20180820,100,1.27417,1.27448,1.27381,1.27384
20180820,200,1.27384,1.27447,1.27383,1.27429
20180820,300,1.2743,1.27492,1.27422,1.27481
20180820,400,1.27481,1.27494,1.27436,1.27442
20180820,500,1.27445,1.27451,1.2741,1.27433
20180820,600,1.27433,1.27463,1.273,1.27381
20180820,700,1.27383,1.27479,1.27339,1.2743
20180820,800,1.27432,1.27447,1.27311,1.2736
20180820,900,1.27359,1.27431,1.27293,1.2743
20180820,1000,1.2743,1.2751,1.27295,1.27497
20180820,1100,1.27497,1.27719,1.27482,1.27684
20180820,1200,1.27684,1.27694,1.27564,1.27597
20180820,1300,1.27598,1.27761,1.27565,1.27681
20180820,1400,1.27681,1.27751,1.27584,1.2759
20180820,1500,1.2759,1.2779,1.27584,1.27635
20180820,1600,1.27632,1.27895,1.27618,1.27862
20180820,1700,1.27862,1.27867,1.27783,1.27795
20180820,1800,1.27794,1.27906,1.27784,1.27845
20180820,1900,1.27845,1.27897,1.27813,1.27869
20180820,2000,1.27869,1.27992,1.27867,1.27969
20180820,2100,1.27956,1.27984,1.27922,1.27963
20180820,2200,1.27962,1.28011,1.27933,1.2801
20180820,2300,1.28009,1.28044,1.2795,1.28039
20180821,0,1.28039,1.28217,1.27986,1.2817
20180821,100,1.2817,1.28287,1.28168,1.28238
20180821,200,1.28239,1.28282,1.282,1.28256
20180821,300,1.28257,1.2834,1.28226,1.28327
20180821,400,1.28325,1.28349,1.28274,1.28327
20180821,500,1.28327,1.28413,1.28288,1.28349
20180821,600,1.28349,1.28461,1.28286,1.28321
20180821,700,1.2832,1.28347,1.2821,1.28282
20180821,800,1.28283,1.2833,1.28195,1.28315
20180821,900,1.28316,1.28326,1.28124,1.28194
20180821,1000,1.28199,1.28357,1.28195,1.28326
20180821,1100,1.28329,1.28435,1.2825,1.28268
20180821,1200,1.2827,1.28348,1.28118,1.283
20180821,1300,1.28303,1.28693,1.28237,1.28651
20180821,1400,1.28651,1.28779,1.28632,1.28662
20180821,1500,1.28665,1.28735,1.28452,1.28563
20180821,1600,1.28562,1.28821,1.2849,1.2879
20180821,1700,1.28789,1.29099,1.28726,1.29061
20180821,1800,1.29061,1.29242,1.29003,1.2902
20180821,1900,1.29017,1.29064,1.29001,1.29022
20180821,2000,1.29021,1.2907,1.28987,1.28987
20180821,2100,1.28856,1.29061,1.28856,1.29019
20180821,2200,1.29016,1.29075,1.28998,1.29066
20180821,2300,1.29061,1.29062,1.29019,1.29049
20180822,0,1.29051,1.29132,1.2903,1.29037
20180822,100,1.29037,1.29071,1.28999,1.29048
20180822,200,1.29048,1.29113,1.2902,1.29062
20180822,300,1.29061,1.29106,1.29042,1.29078
20180822,400,1.29078,1.29108,1.29056,1.29106
20180822,500,1.29106,1.29147,1.2908,1.29094
20180822,600,1.29094,1.2913,1.28937,1.29003
20180822,700,1.29,1.29064,1.28804,1.28806
20180822,800,1.28805,1.28859,1.28685,1.28834
20180822,900,1.28834,1.28987,1.28834,1.28927
20180822,1000,1.28926,1.28926,1.28779,1.28891
20180822,1100,1.2889,1.29153,1.2888,1.29135
20180822,1200,1.29134,1.29304,1.29059,1.29303
20180822,1300,1.29303,1.29362,1.29177,1.29195
20180822,1400,1.29196,1.29257,1.29067,1.291
20180822,1500,1.291,1.29161,1.2903,1.29089
20180822,1600,1.29089,1.29167,1.29052,1.29091
20180822,1700,1.29093,1.29111,1.2903,1.29095
20180822,1800,1.29097,1.29342,1.29077,1.29131
20180822,1900,1.2913,1.29216,1.291,1.29198
20180822,2000,1.29197,1.29204,1.29095,1.29095
20180822,2100,1.29095,1.29179,1.29032,1.29131
20180822,2200,1.29134,1.29169,1.29101,1.2915
20180822,2300,1.2915,1.29165,1.29035,1.29052
20180823,0,1.29052,1.29055,1.28894,1.28915
20180823,100,1.28917,1.28947,1.28797,1.2885
20180823,200,1.28853,1.28873,1.28698,1.28733
20180823,300,1.28733,1.28762,1.28651,1.28691
20180823,400,1.28691,1.28726,1.28556,1.28723
20180823,500,1.28726,1.28774,1.28676,1.28723
20180823,600,1.28722,1.28851,1.28646,1.28742
20180823,700,1.28741,1.28857,1.28741,1.28776
20180823,800,1.28776,1.28782,1.28517,1.28747
20180823,900,1.28748,1.2879,1.28495,1.28611
20180823,1000,1.28611,1.29093,1.28599,1.29083
20180823,1100,1.29085,1.29087,1.28816,1.28816
20180823,1200,1.28816,1.28888,1.28617,1.28709
20180823,1300,1.28709,1.28752,1.28525,1.28595
20180823,1400,1.28597,1.28642,1.28163,1.28346
20180823,1500,1.28346,1.28364,1.28249,1.28289
20180823,1600,1.28289,1.2832,1.2812,1.28152
20180823,1700,1.2815,1.2819,1.2805,1.28158
20180823,1800,1.28158,1.28219,1.28107,1.28141
20180823,1900,1.28138,1.28187,1.28045,1.28154
20180823,2000,1.28153,1.28171,1.28132,1.28132
20180823,2100,1.2806,1.28177,1.2806,1.28116
20180823,2200,1.28113,1.28146,1.28026,1.28102
20180823,2300,1.28101,1.28115,1.28084,1.28091
20180824,0,1.2809,1.28105,1.27992,1.28091
20180824,100,1.28091,1.28126,1.28037,1.28059
20180824,200,1.28059,1.28183,1.28024,1.28162
20180824,300,1.28162,1.28192,1.28092,1.28157
20180824,400,1.28153,1.28221,1.28104,1.28221
20180824,500,1.28221,1.28304,1.28179,1.28257
20180824,600,1.28256,1.28322,1.28201,1.28303
20180824,700,1.28301,1.28386,1.2827,1.2829
20180824,800,1.2829,1.28393,1.28274,1.28334
20180824,900,1.28334,1.28336,1.28076,1.28252
20180824,1000,1.2825,1.28595,1.28219,1.28559
20180824,1100,1.28559,1.28605,1.28472,1.28477
20180824,1200,1.28477,1.28542,1.28415,1.28531
20180824,1300,1.28531,1.28592,1.28416,1.28442
20180824,1400,1.2844,1.2881,1.2837,1.28578
20180824,1500,1.2858,1.28642,1.28469,1.28575
20180824,1600,1.28576,1.28657,1.28507,1.28507
20180824,1700,1.28507,1.28592,1.28428,1.28463
20180824,1800,1.2846,1.28472,1.28396,1.28462
20180824,1900,1.28462,1.28528,1.28449,1.28499
20180824,2000,1.28498,1.28515,1.28439,1.28452
20180826,2100,1.28365,1.28513,1.28348,1.28455
20180826,2200,1.28453,1.28517,1.28423,1.28506
20180826,2300,1.28506,1.28648,1.28501,1.28578
20180827,0,1.28578,1.2861,1.2853,1.28558
20180827,100,1.28559,1.28559,1.28466,1.28476
20180827,200,1.28475,1.28594,1.28457,1.28585
20180827,300,1.28585,1.28623,1.28548,1.28569
20180827,400,1.28569,1.28574,1.28503,1.28508
20180827,500,1.28509,1.28531,1.28471,1.28501
20180827,600,1.28501,1.28546,1.28318,1.28341
20180827,700,1.28342,1.28471,1.28287,1.28383
20180827,800,1.28388,1.28472,1.28372,1.28412
20180827,900,1.28412,1.28469,1.28371,1.28436
20180827,1000,1.28435,1.28471,1.28378,1.28442
20180827,1100,1.28441,1.28682,1.28433,1.2868
20180827,1200,1.28674,1.28805,1.28632,1.28788
20180827,1300,1.28788,1.28881,1.28719,1.28775
20180827,1400,1.28777,1.28918,1.28713,1.28895
20180827,1500,1.28892,1.28929,1.28806,1.28903
20180827,1600,1.289,1.29009,1.28854,1.28938
20180827,1700,1.28938,1.28991,1.2887,1.28887
20180827,1800,1.28889,1.28975,1.28887,1.28929
20180827,1900,1.28932,1.28958,1.28899,1.28939
20180827,2000,1.2894,1.28974,1.28915,1.28915
20180827,2100,1.28915,1.28965,1.28786,1.28933
20180827,2200,1.28935,1.28976,1.2893,1.28953
20180827,2300,1.28954,1.28976,1.28888,1.2897
20180828,0,1.2897,1.2901,1.28907,1.28926
20180828,100,1.28927,1.28932,1.28761,1.28808
20180828,200,1.28811,1.28818,1.28736,1.28738
20180828,300,1.28739,1.28768,1.28712,1.28751
20180828,400,1.28751,1.28779,1.28704,1.28771
20180828,500,1.28769,1.28773,1.28615,1.2871
20180828,600,1.28708,1.28857,1.28642,1.28848
20180828,700,1.28848,1.2904,1.2881,1.28887
20180828,800,1.28887,1.29101,1.2885,1.2905
20180828,900,1.29051,1.29075,1.28965,1.29048
20180828,1000,1.29048,1.29074,1.28907,1.28958
20180828,1100,1.28958,1.29187,1.28895,1.29161
20180828,1200,1.29162,1.29298,1.29084,1.29276
20180828,1300,1.29274,1.29317,1.29136,1.29205
20180828,1400,1.2921,1.29228,1.28707,1.28817
20180828,1500,1.28815,1.28941,1.28768,1.28839
20180828,1600,1.28839,1.28943,1.28805,1.2888
20180828,1700,1.2888,1.28912,1.28812,1.28825
20180828,1800,1.28824,1.28824,1.28649,1.28675
20180828,1900,1.28675,1.28714,1.28645,1.28667
20180828,2000,1.28667,1.28708,1.28667,1.28703
20180828,2100,1.287,1.28725,1.28665,1.28715
20180828,2200,1.28715,1.28715,1.28666,1.287
20180828,2300,1.287,1.28704,1.28637,1.2869
20180829,0,1.2869,1.287,1.28599,1.28627
20180829,100,1.28627,1.28664,1.2857,1.28591
20180829,200,1.2859,1.28669,1.28558,1.28637
20180829,300,1.28637,1.28702,1.28574,1.28701
20180829,400,1.28701,1.28739,1.28669,1.28733
20180829,500,1.28733,1.2874,1.2852,1.28532
20180829,600,1.28532,1.28586,1.28451,1.28513
20180829,700,1.28514,1.28823,1.28507,1.28662
20180829,800,1.28662,1.28869,1.28648,1.28758
20180829,900,1.28758,1.28882,1.28746,1.28863
20180829,1000,1.28863,1.29022,1.28812,1.28879
20180829,1100,1.28878,1.28958,1.28779,1.28793
20180829,1200,1.28793,1.2893,1.28683,1.28733
20180829,1300,1.28733,1.29659,1.28642,1.29659
20180829,1400,1.29672,1.30078,1.29447,1.2998
20180829,1500,1.29978,1.30145,1.29819,1.30032
20180829,1600,1.30033,1.30112,1.29735,1.30048
20180829,1700,1.30047,1.3011,1.2998,1.30094
20180829,1800,1.30094,1.3023,1.30029,1.30204
20180829,1900,1.30206,1.30278,1.30184,1.30271
20180829,2000,1.30271,1.30322,1.30236,1.3025
20180829,2100,1.30245,1.30303,1.30217,1.30286
20180829,2200,1.30287,1.30329,1.30216,1.30238
20180829,2300,1.30239,1.30361,1.3023,1.30352
20180830,0,1.30354,1.30386,1.30259,1.30311
20180830,100,1.30312,1.30321,1.30227,1.3029
20180830,200,1.30297,1.30382,1.30281,1.30302
20180830,300,1.30302,1.30374,1.30293,1.30329
20180830,400,1.30329,1.30329,1.30274,1.30277
20180830,500,1.30277,1.30309,1.30137,1.30202
20180830,600,1.30204,1.30387,1.3017,1.30299
20180830,700,1.30295,1.30433,1.30205,1.30256
20180830,800,1.30255,1.30273,1.29891,1.30056
20180830,900,1.30054,1.30185,1.29982,1.30169
20180830,1000,1.3017,1.30279,1.30031,1.3016
20180830,1100,1.30159,1.30177,1.30068,1.3016
20180830,1200,1.30159,1.30302,1.3014,1.30178
20180830,1300,1.30178,1.3022,1.29849,1.3005
20180830,1400,1.30056,1.30244,1.29997,1.30041
20180830,1500,1.30045,1.30119,1.29881,1.29959
20180830,1600,1.29963,1.30132,1.299,1.30084
20180830,1700,1.30083,1.3015,1.29928,1.30103
20180830,1800,1.30102,1.3016,1.30019,1.30138
20180830,1900,1.30139,1.30187,1.3005,1.30171
20180830,2000,1.30168,1.30171,1.30055,1.30062
20180830,2100,1.30069,1.30156,1.3004,1.30112
20180830,2200,1.30116,1.30149,1.30071,1.30082
20180830,2300,1.30082,1.30136,1.3007,1.30109
20180831,0,1.30109,1.30162,1.30051,1.30151
20180831,100,1.3015,1.30248,1.30138,1.30143
20180831,200,1.30141,1.30171,1.30064,1.30083
20180831,300,1.30083,1.30124,1.30038,1.30074
20180831,400,1.30074,1.3015,1.30055,1.30141
20180831,500,1.3014,1.30243,1.30132,1.302
20180831,600,1.302,1.30255,1.30131,1.30134
20180831,700,1.30133,1.30231,1.29928,1.30211
20180831,800,1.30213,1.30287,1.30016,1.30167
20180831,900,1.30171,1.30172,1.30017,1.30084
20180831,1000,1.30084,1.30107,1.2993,1.30049
20180831,1100,1.30049,1.30052,1.29662,1.29879
20180831,1200,1.29879,1.29997,1.29672,1.29722
20180831,1300,1.29723,1.29723,1.296,1.29679
20180831,1400,1.2968,1.30069,1.29607,1.29974
20180831,1500,1.29976,1.29988,1.29581,1.29637
20180831,1600,1.29636,1.29636,1.29449,1.29589
20180831,1700,1.29589,1.29672,1.29548,1.2967
20180831,1800,1.29669,1.29683,1.2955,1.29562
20180831,1900,1.29564,1.29656,1.29559,1.29641
20180831,2000,1.2964,1.29641,1.29528,1.29528
20180902,2100,1.29095,1.29226,1.29095,1.29211
20180902,2200,1.2921,1.29309,1.29203,1.2925
20180902,2300,1.29251,1.29284,1.29191,1.29213
20180903,0,1.29212,1.29293,1.29199,1.29231
20180903,100,1.29231,1.29256,1.29163,1.29231
20180903,200,1.29231,1.2931,1.29202,1.29246
20180903,300,1.29246,1.29302,1.29222,1.29274
20180903,400,1.29272,1.29314,1.29235,1.29304
20180903,500,1.29304,1.29336,1.29274,1.29283
20180903,600,1.29283,1.29283,1.29031,1.29155
20180903,700,1.29156,1.29276,1.29064,1.29184
20180903,800,1.29186,1.29233,1.28859,1.28926
20180903,900,1.28926,1.28936,1.28715,1.28724
20180903,1000,1.28724,1.28933,1.28633,1.28879
20180903,1100,1.28878,1.28886,1.28668,1.28694
20180903,1200,1.28698,1.28762,1.28547,1.28604
20180903,1300,1.28601,1.28796,1.28555,1.28778
20180903,1400,1.28774,1.28889,1.28679,1.28849
20180903,1500,1.28847,1.28886,1.28749,1.28752
20180903,1600,1.28754,1.28878,1.28745,1.28808
20180903,1700,1.28809,1.28809,1.28701,1.28722
20180903,1800,1.2872,1.28784,1.28699,1.28734
20180903,1900,1.28734,1.28762,1.28703,1.28713
20180903,2000,1.28713,1.28732,1.28674,1.28676
20180903,2100,1.28671,1.28712,1.28592,1.28693
20180903,2200,1.2871,1.28757,1.28689,1.28725
20180903,2300,1.28731,1.28734,1.28673,1.28679
20180904,0,1.28679,1.28679,1.28574,1.286
20180904,100,1.286,1.2863,1.28539,1.28616
20180904,200,1.28616,1.28619,1.28564,1.28576
20180904,300,1.28576,1.28611,1.28565,1.28595
20180904,400,1.28595,1.28659,1.28577,1.2862
20180904,500,1.2862,1.28683,1.28573,1.28577
20180904,600,1.28577,1.28584,1.28406,1.28449
20180904,700,1.28447,1.28575,1.28308,1.2833
20180904,800,1.2833,1.284,1.28174,1.2831
20180904,900,1.28311,1.28349,1.28139,1.28166
20180904,1000,1.28166,1.28304,1.28145,1.28234
20180904,1100,1.28233,1.28394,1.28184,1.28335
20180904,1200,1.28335,1.28523,1.2825,1.28385
20180904,1300,1.28387,1.2852,1.28289,1.28321
20180904,1400,1.28322,1.2836,1.281,1.28318
20180904,1500,1.28325,1.28376,1.28108,1.2832
20180904,1600,1.2832,1.2866,1.28245,1.2853
20180904,1700,1.28531,1.28708,1.28508,1.28572
20180904,1800,1.28571,1.28625,1.28532,1.28564
20180904,1900,1.28564,1.28569,1.28438,1.28565
20180904,2000,1.28563,1.28595,1.28499,1.2854
20180904,2100,1.28529,1.28559,1.28465,1.28531
20180904,2200,1.28532,1.28571,1.28531,1.28567
20180904,2300,1.28566,1.28601,1.28531,1.28574
20180905,0,1.28577,1.2859,1.28513,1.2853
20180905,100,1.28531,1.28695,1.28497,1.28635
20180905,200,1.28635,1.28702,1.28593,1.28681
20180905,300,1.2868,1.28688,1.28599,1.28607
20180905,400,1.28607,1.28626,1.28569,1.28595
20180905,500,1.28599,1.2863,1.28534,1.28602
20180905,600,1.28602,1.28602,1.28313,1.28315
20180905,700,1.28314,1.28395,1.28172,1.28273
20180905,800,1.28273,1.2828,1.28037,1.28189
20180905,900,1.28189,1.28345,1.27851,1.27935
20180905,1000,1.27932,1.28275,1.27886,1.28234
20180905,1100,1.28234,1.28287,1.28123,1.28195
20180905,1200,1.28195,1.28366,1.28141,1.28292
20180905,1300,1.28291,1.29822,1.28283,1.29665
20180905,1400,1.29666,1.29713,1.29527,1.29579
20180905,1500,1.29577,1.29584,1.28728,1.2902
20180905,1600,1.29021,1.29148,1.28943,1.29026
20180905,1700,1.29026,1.29122,1.28949,1.28979
20180905,1800,1.28978,1.29049,1.28955,1.28979
20180905,1900,1.28979,1.29096,1.28963,1.29087
20180905,2000,1.29087,1.29112,1.29034,1.29037
20180905,2100,1.29031,1.29144,1.28987,1.29098
20180905,2200,1.29099,1.29126,1.2907,1.29102
20180905,2300,1.29102,1.29141,1.29092,1.2914
20180906,0,1.29139,1.2927,1.2913,1.29219
20180906,100,1.29219,1.2927,1.29182,1.29203
20180906,200,1.29203,1.29262,1.29183,1.29239
